time,open,high,low,close,volume
2027-04-06,12.20,13.00,9.00,9.50,6500
2027-04-07,9.20,12.00,7.00,7.80,6600
2027-04-08,7.50,8.00,4.00,4.50,6700
2027-04-09,4.80,10.00,5.00,9.50,6800
2027-04-10,9.30,12.00,8.00,11.50,6900
2027-04-11,11.30,14.00,10.00,13.50,7000
2027-04-12,13.20,15.00,12.00,14.50,7100
2027-04-13,14.20,14.00,9.00,9.50,7200
2027-04-14,9.20,11.00,6.00,6.50,7300
2027-04-15,6.30,9.00,3.50,4.00,7400
2027-04-16,3.80,7.00,2.00,2.50,7500
2027-04-17,2.80,10.00,3.00,9.50,7600
2027-04-18,9.30,12.00,6.00,11.50,7700
2027-04-19,11.20,11.00,7.00,7.50,7800
2027-04-20,7.30,8.50,4.50,5.00,7900
2027-04-21,4.80,7.00,3.00,3.50,8000
2027-04-22,3.30,8.00,3.50,7.50,8100
2027-04-23,7.30,11.00,6.50,10.50,8200
2027-04-24,10.30,14.00,9.50,13.50,8300
2027-04-25,13.30,17.00,12.50,16.50,8400
2027-04-26,16.20,16.50,13.00,13.50,8500
2027-04-27,13.20,14.00,10.00,10.50,8600
2027-04-28,10.20,12.00,8.00,8.50,8700
2027-04-29,8.20,9.00,5.00,5.50,8800
2027-04-30,5.20,7.50,3.50,4.00,8900
2027-05-01,4.20,10.00,4.50,9.50,9000
2027-05-02,9.30,13.00,8.50,12.50,9100
2027-05-03,12.30,16.00,11.50,15.50,9200
2027-05-04,15.20,18.50,14.50,18.00,9300
2027-05-05,17.50,17.80,14.00,14.50,9400
2027-05-06,14.20,15.00,10.00,10.50,9500
2027-05-07,10.20,11.00,6.00,6.50,9600
2027-05-08,6.20,8.00,3.00,3.50,9700
2027-05-09,3.30,7.00,2.00,2.50,9800
2027-05-10,2.80,8.00,2.50,7.50,9900
2027-05-11,7.20,11.00,6.50,10.50,10000
2027-05-12,10.20,14.00,9.50,13.50,10100
2027-05-13,13.20,16.00,12.50,15.50,10200
2027-05-14,15.20,15.50,11.00,11.50,10300
2027-05-15,11.20,12.00,7.00,7.50,10400
2027-05-16,7.20,9.00,3.00,3.50,10500
2027-05-17,3.20,6.00,1.50,2.00,10600
2027-05-18,2.20,7.00,2.00,6.50,10700
2027-05-19,6.20,10.00,5.50,9.50,10800
2027-05-20,9.20,13.00,8.50,12.50,10900
2027-05-21,12.20,17.00,11.50,16.50,11000
2027-05-22,16.20,19.00,15.50,18.50,11100
2027-05-23,18.20,18.50,14.00,14.50,11200
2027-05-24,14.20,15.00,10.00,10.50,11300
2027-05-25,10.20,12.00,6.00,6.50,11400
2027-05-26,6.20,8.00,3.00,3.50,11500
2027-05-27,3.20,6.00,1.00,1.50,11600
2027-05-28,1.80,7.00,1.50,6.50,11700
2027-05-29,6.20,11.00,5.50,10.50,11800
2027-05-30,10.20,15.00,9.50,14.50,11900
2027-05-31,14.20,18.00,13.50,17.50,12000
2027-06-01,17.20,20.50,16.50,20.00,12100
2027-06-02,19.80,20.00,15.00,15.50,12200
2027-06-03,15.20,16.00,11.00,11.50,12300
2027-06-04,11.20,13.00,7.00,7.50,12400
2027-06-05,7.20,9.00,3.00,3.50,12500
2027-06-06,3.20,6.00,0.50,1.00,12600
2027-06-07,1.20,7.00,1.00,6.50,12700
2027-06-08,6.20,11.00,5.50,10.50,12800
2027-06-09,10.20,15.00,9.50,14.50,12900
2027-06-10,14.20,19.00,13.50,18.50,13000
2027-06-11,18.20,22.00,17.50,21.50,13100
2027-06-12,21.20,21.50,16.00,16.50,13200
2027-06-13,16.20,17.00,12.00,12.50,13300
2027-06-14,12.20,14.00,8.00,8.50,13400
